  -2.487450e+01   2.086425e-01   2.165080e-01
  -2.475040e+01   2.086939e-01   1.965170e-01
  -2.462480e+01   2.087468e-01   2.117530e-01
  -2.450010e+01   2.088004e-01   2.314350e-01
  -2.437500e+01   2.088551e-01   1.959550e-01
  -2.424980e+01   2.089110e-01   2.127400e-01
  -2.412530e+01   2.089675e-01   2.076620e-01
  -2.399960e+01   2.090257e-01   2.048980e-01
  -2.387560e+01   2.090841e-01   2.071040e-01
  -2.374930e+01   2.091447e-01   2.043820e-01
  -2.362580e+01   2.092050e-01   2.183310e-01
  -2.349910e+01   2.092680e-01   2.080850e-01
  -2.337600e+01   2.093303e-01   2.235830e-01
  -2.324890e+01   2.093959e-01   2.033480e-01
  -2.312620e+01   2.094603e-01   1.956330e-01
  -2.299880e+01   2.095283e-01   2.030380e-01
  -2.287630e+01   2.095949e-01   2.299370e-01
  -2.274870e+01   2.096655e-01   2.152370e-01
  -2.262630e+01   2.097344e-01   2.085130e-01
  -2.249870e+01   2.098076e-01   1.995040e-01
  -2.237630e+01   2.098789e-01   2.243630e-01
  -2.224870e+01   2.099547e-01   2.251440e-01
  -2.212620e+01   2.100286e-01   2.108940e-01
  -2.199880e+01   2.101069e-01   2.214360e-01
  -2.187610e+01   2.101835e-01   2.118370e-01
  -2.174900e+01   2.102644e-01   2.167790e-01
  -2.162590e+01   2.103440e-01   2.031570e-01
  -2.149920e+01   2.104273e-01   2.208720e-01
  -2.137570e+01   2.105100e-01   2.052350e-01
  -2.124940e+01   2.105960e-01   2.181000e-01
  -2.112550e+01   2.106818e-01   2.283690e-01
  -2.099970e+01   2.107704e-01   2.220410e-01
  -2.087520e+01   2.108596e-01   2.124560e-01
  -2.074990e+01   2.109509e-01   1.998860e-01
  -2.062490e+01   2.110435e-01   2.023730e-01
  -2.050020e+01   2.111375e-01   2.210690e-01
  -2.037470e+01   2.112337e-01   2.083300e-01
  -2.025050e+01   2.113305e-01   1.874820e-01
  -2.012440e+01   2.114305e-01   2.209290e-01
  -2.000070e+01   2.115302e-01   2.004070e-01
  -1.987420e+01   2.116339e-01   2.098840e-01
  -1.975090e+01   2.117367e-01   1.896830e-01
  -1.962400e+01   2.118443e-01   2.049590e-01
  -1.950110e+01   2.119503e-01   2.247250e-01
  -1.937380e+01   2.120619e-01   1.983400e-01
  -1.925120e+01   2.121712e-01   2.153180e-01
  -1.912370e+01   2.122869e-01   2.044290e-01
  -1.900130e+01   2.123997e-01   2.196410e-01
  -1.887370e+01   2.125194e-01   2.244720e-01
  -1.875130e+01   2.126361e-01   2.005700e-01
  -1.862370e+01   2.127599e-01   2.161530e-01
  -1.850120e+01   2.128807e-01   2.133700e-01
  -1.837380e+01   2.130085e-01   2.325410e-01
  -1.825110e+01   2.131337e-01   2.210290e-01
  -1.812390e+01   2.132656e-01   2.092890e-01
  -1.800100e+01   2.133953e-01   2.078800e-01
  -1.787410e+01   2.135315e-01   2.249570e-01
  -1.775080e+01   2.136660e-01   2.321390e-01
  -1.762430e+01   2.138065e-01   2.302950e-01
  -1.750060e+01   2.139461e-01   2.044200e-01
  -1.737460e+01   2.140908e-01   2.194920e-01
  -1.725030e+01   2.142360e-01   2.030130e-01
  -1.712480e+01   2.143851e-01   2.159130e-01
  -1.700000e+01   2.145359e-01   2.280870e-01
  -1.687510e+01   2.146895e-01   2.084830e-01
  -1.674980e+01   2.148462e-01   2.161410e-01
  -1.662540e+01   2.150045e-01   2.264080e-01
  -1.649950e+01   2.151675e-01   2.184400e-01
  -1.637560e+01   2.153307e-01   2.146130e-01
  -1.624920e+01   2.155000e-01   2.017220e-01
  -1.612590e+01   2.156682e-01   2.231550e-01
  -1.599900e+01   2.158442e-01   2.294760e-01
  -1.587600e+01   2.160179e-01   2.069920e-01
  -1.574890e+01   2.162005e-01   2.282190e-01
  -1.562620e+01   2.163799e-01   2.077250e-01
  -1.549880e+01   2.165695e-01   2.248610e-01
  -1.537630e+01   2.167551e-01   2.129630e-01
  -1.524870e+01   2.169518e-01   2.223820e-01
  -1.512630e+01   2.171439e-01   2.266450e-01
  -1.499870e+01   2.173478e-01   2.259360e-01
  -1.487630e+01   2.175469e-01   2.331720e-01
  -1.474880e+01   2.177581e-01   2.076270e-01
  -1.462620e+01   2.179648e-01   2.250880e-01
  -1.449890e+01   2.181835e-01   2.131790e-01
